"","begintimes","endtimes","gesture_type","hand","gesture_duration","gesturesid","ppn","sfeat_envaccpeaksd","sfeat_envaccpeaks","sfeat_maxenvacc","sfeat_maxenvvel","sfeat_maxenv","sfeat_meanf","sfeat_maxf0","kfeat_wristindexdistanceright","kfeat_wristindexdistanceleft","kfeat_thumbindexdistanceright","kfeat_thumbindexdistanceleft","kfeat_wristwidthleftright","kfeat_wristheightright","kfeat_wristheightleft","kfeat_timetospeedright","kfeat_timetospeedleft","kfeat_avjerkright","kfeat_avjerkleft","kfeat_peakswristright","kfeat_peakswristleft","kfeat_maxspeedelbowright","kfeat_maxspeedelbowleft","kfeat_maxaccwristleft","kfeat_maxspeedwristright","kfeat_maxspeedwristleft"
"11",45610,46260,"iconic","left",650,"event_code11","V07",7,0.00307692307692308,70.20207458,3.37392403,0.689274661,128.23042175,135.588366,0.187987298389189,0.11187233734077,0.0897456549789414,0.0947819847953455,0.0699369185722744,-0.0968087817782812,-0.0863142467905206,0.984615384615385,0.738461538461539,1.1126311386764,3.20219722579777,4,4,54.263613900445,71.0140927274644,9.10769951181972,68.1470570713095,72.3690107812177
"12",46260,48950,"iconic","left",2690,"event_code12","V07",5.25,0.00483271375464684,76.36751903,4.990449865,0.646595543,139.312066825301,223.844789,0.160603131112211,0.158228340858349,0.0552845338920678,0.053884707540878,0.0717736678266272,-0.0506199590325344,-0.0660338384234525,0.342007434944238,0.565055762081784,3.4198573476992,3.33252741775386,19,18,69.766925235754,70.4790429833544,21.1672750975947,106.038566133616,89.2616253892878
"13",48960,49700,"discourse","left",740,"event_code13","V07",7,0.00405405405405405,72.52621334,4.859896165,0.470521907,172.99295944186,222.264672,0.132634314074289,0.103249474365056,0.0137524125054132,0.0435088527979969,0.16096700288003,-0.152070335002598,-0.158908813980172,0.540540540540541,0.540540540540541,4.85727343917303,4.38834220314294,6,6,74.6657653973947,99.9686745455231,27.3100674628441,130.873240775736,119.377363051493
"14",49700,52280,"iconic-beat","left",2580,"event_code14","V07",4.308,0.00542635658914729,115.4775694,6.543371291,0.763548827,181.874581408,296.492959,0.0569075448093198,0.06779104571081,0.0257669422725919,0.0287815819124378,0.0963907816639124,-0.0837718667801967,-0.108473656500161,0.821705426356589,0.821705426356589,5.56772295382648,5.62514944267537,17,16,147.767403929711,193.873980490632,41.878939556737,195.923512871612,241.094841223718
"15",67926,69466,"move","left",1540,"event_code15","V07",5.167,0.00454545454545455,89.27820174,3.764961554,0.636109515,143.563585390805,239.906014,0.0933687065659352,0.0874405569019826,0.0357562936489582,0.0101565222586288,0.268836512004933,-0.310390725918611,-0.33598831462482,0.311688311688312,0.441558441558442,2.8308249760247,3.74963328964966,10,10,51.946664166431,52.2456801859773,11.443973233147,77.2742786341054,98.551604925667
"16",74330,77550,"iconic","left",3220,"event_code16","V07",4.562,0.00527950310559006,111.7994307,4.673360153,0.685852574,156.240064253927,213.875991,0.100431630953688,0.0932381611574525,0.0866520842334783,0.0931859756357753,0.164912913827505,-0.147856394830342,-0.129758852865593,0.298136645962733,0.111801242236025,5.23244867567996,5.4077159118841,18,18,79.6186751103093,102.832045976229,22.5920185714051,109.088640671571,117.20732973646
"17",79970,81710,"iconic","left",1740,"event_code17","V07",4.125,0.00517241379310345,83.85742832,4.20446228,0.610824364,145.530530149425,192.349374,0.133699116502714,0.0685258928333806,0.00510584361841891,0.0242466422599615,0.242180240101467,-0.0902488059918399,-0.0883667586479558,0.689655172413793,0.367816091954023,3.08030682053763,6.01194964197046,12,8,81.851201962031,66.2395337950516,23.0919792320077,110.757312154159,120.929922382664
"18",82680,83970,"deictic","left",1290,"event_code18","V07",4.333,0.00542635658914729,113.3066122,4.824493488,0.695284827,138.870232890411,156.009622,0.0681804353080774,0.0856158559664731,0.0189031319339169,0.0753063247696964,0.272645728787252,-0.22334208615,-0.2196570998738,0.27906976744186,0.310077519379845,3.55682355784875,4.72264964275926,8,7,70.9222829006861,95.5310773319902,24.0838647901511,111.430531319546,125.605626603681
"19",83970,85950,"iconic","left",1980,"event_code19","V07",4.75,0.00454545454545455,86.9129445,3.536718787,0.639904559,154.931944937107,209.823106,0.160937677484401,0.143330924654406,0.0749267231285877,0.0473261706949442,0.325107583469435,-0.114420038945072,-0.0832201313535622,0.545454545454545,0.464646464646465,4.39526492509948,5.20032424051689,10,15,130.019021015519,136.360532788069,20.1600918968262,146.964946677449,154.180099443514
"20",85950,87330,"iconic","left",1380,"event_code20","V07",3.714,0.00579710144927536,88.73169596,3.90498469,0.570804136,151.577700294118,206.356382,0.150247374772534,0.108788472715163,0.0300454249769834,0.0687342426033582,0.248864591501559,-0.0378161087628861,-0.0132750467690864,0.608695652173913,0.579710144927536,5.27754105136729,6.76607316311759,8,7,120.918790762244,120.706457842355,21.7091000505972,125.169318013127,143.850428444924
"21",87330,88170,"iconic","left",840,"event_code21","V07",3.75,0.00595238095238095,81.96385035,5.250924462,0.685409353,149.010080909091,182.730042,0.143536009858277,0.157565968568058,0.0405639127685982,0.060105064559075,0.269600994123335,-0.0709643433381333,-0.053533277483284,0.0952380952380952,0.0952380952380952,4.14973279439171,3.18062041456551,6,7,82.570283651356,84.6648622081379,18.9600424033908,89.2245748463632,82.6519913358972
"22",88170,90060,"iconic","left",1890,"event_code22","V07",4.444,0.00529100529100529,113.1512763,4.539027091,0.681038491,158.354128308642,230.318981,0.156721393829902,0.140413926845207,0.0801262827467038,0.0617236776040155,0.294651534882476,-0.0164394659859858,0.0279956045080147,0.275132275132275,0.888888888888889,6.07448755778406,7.32411963337275,12,12,130.766964895991,103.495219606637,26.9764634920501,157.185819361658,199.84533473808
"23",91610,93610,"iconic","left",2000,"event_code23","V07",4.091,0.006,98.40728835,3.715856682,0.69929617,151.956523352041,244.889487,0.069103076251903,0.0356400641829705,0.0174039878553913,0.0230203486253226,0.179867826882991,-0.0120539862932145,-0.0178195709789611,0.18,0.92,5.61824953102121,7.4827637745661,13,11,106.11761849615,90.1586668155074,29.2168427750149,168.239524313921,156.278962055774
"24",103296,107146,"move","left",3850,"event_code24","V07",4.091,0.00597402597402597,84.4887753,3.57598882,0.66406004,154.21619236802,216.310624,0.0890137106123202,0.0873301651174796,0.0596943221437451,0.0431016123137733,0.259798430349865,-0.334661219207202,-0.345744827738781,0.218181818181818,0.748051948051948,2.00219560927143,2.20707564118874,27,28,38.9565916767033,49.9173411432429,14.0349430425402,64.2537093141218,59.6853173512139
"25",113580,114370,"move","left",790,"event_code25","V07",4.25,0.00632911392405063,86.66660433,3.393794548,0.542040761,162.339291780702,200.205247,0.107062103231888,0.0771926387411479,0.0499710681065508,0.0780951096116876,0.242926745280468,-0.265917435075259,-0.313927996365069,0.455696202531646,0.455696202531646,1.91714405178727,1.90445108993613,5,4,35.1057082077367,48.41097944157,10.7000336221674,39.9804282633002,43.4608505351083
"26",120785,121995,"iconic","left",1210,"event_code26","V07",5.25,0.00413223140495868,118.2498774,5.130162509,0.836854324,146.614554638298,208.927622,0.0451936283847134,0.0490825930912819,0.0443864514279319,0.0466612728938538,0.258318537286744,-0.272850274506286,-0.301830275547654,0.892561983471074,0.429752066115702,2.78819019708394,2.92445735112947,8,7,49.8758733993453,50.3211552465757,15.5145367711141,76.1817610920754,81.7462801127245
"27",121995,122835,"iconic","left",840,"event_code27","V07",6.5,0.00357142857142857,59.87222467,3.214820002,0.578927683,147.496173302632,209.622423,0.0510799860166499,0.215804188019013,0.0684978180389332,0.0226320180648008,0.246576686854756,-0.269488695618835,-0.270457823005772,0.428571428571429,0.428571428571429,5.62463941681451,5.52547978248581,6,5,81.258460363835,84.7087686818681,35.0613110407458,136.017550757434,124.76824517232
"28",147221,149460,"iconic","left",2239,"event_code28","V07",4.091,0.00535953550692273,71.56925637,5.038198845,0.724557862,133.996693195572,167.924585,0.132002363726941,0.0747888444511888,0.0335357975254229,0.0514976754490913,0.0949099968101871,-0.0921245614755618,-0.0796243662968268,0.482358195623046,0.160786065207682,5.27942665635958,5.53556843624931,16,12,108.265958770277,104.550028416084,28.0931785405065,134.899909201818,182.006547267163
"29",149460,150091,"iconic","left",631,"event_code29","V07",3.5,0.00475435816164818,97.33573726,4.665363968,0.688761174,130.279593032609,173.786674,0.116734556812076,0.0913614885700963,0.0480825955897267,0.0458401947079193,0.0935737485514254,-0.138218929646681,-0.147440408308138,0.190174326465927,0.190174326465927,4.41080736822478,5.03668355357119,4,4,79.874902489141,89.2196497403539,28.0493447803796,111.280440873092,103.028846558251
"30",150091,150911,"iconic","left",820,"event_code30","V07",5.5,0.00365853658536585,100.6780629,4.287236265,0.650976043,126.424521720339,155.832426,0.103859807477804,0.096363998981513,0.0547831534934089,0.0647211170894179,0.0589488416565364,-0.108185939374997,-0.108341079381264,0.0487804878048781,0.829268292682927,3.78606978991662,3.37658272630908,5,5,94.8458627017224,101.901611177146,17.7453934269774,119.858108447121,100.51805898984
"31",150921,152470,"iconic","left",1549,"event_code31","V07",4.143,0.00516462233699161,99.49913674,4.914751045,0.68829133,133.096356237209,182.69276,0.111482543613784,0.12819062810106,0.0437904193981876,0.0398661004832825,0.113125246094548,-0.0610195923469209,-0.0047749576330201,0.852162685603615,0.697224015493867,5.23546400965001,6.48634403095493,10,10,83.4177149713886,94.2310763352801,34.2908150121569,128.597897442719,147.708771140012
"32",152470,153921,"iconic","left",1451,"event_code32","V07",4.571,0.00551343900758098,88.01366833,4.23972475,0.74004155,136.984437356784,219.442317,0.12186215430921,0.111507283908284,0.00512132825258789,0.0195484589960394,0.0240039935746872,-0.025051533164316,-0.0714959591160023,0.0275671950379049,0.0275671950379049,4.4174877986252,5.17613178780328,9,9,81.2944991672481,94.5135099778038,19.1183145592899,132.799268759624,146.754859230382
"33",153921,155301,"iconic","left",1380,"event_code33","V07",4.667,0.00507246376811594,68.00649481,3.430471926,0.581596567,146.644209496599,234.394586,0.159935303560481,0.123074952699439,0.0172402213889444,0.0114050936762994,0.0343435427322408,-0.0882808989687223,-0.063895012467219,0.289855072463768,0.289855072463768,3.29436240735006,3.14797471629917,9,10,67.8071671952292,50.8517580731512,15.4919940581646,93.8235975066891,95.7075658305524
"34",155301,157081,"iconic","left",1780,"event_code34","V07",4.222,0.00561797752808989,112.0591044,3.984327017,0.68984185,127.504385574627,164.533578,0.0898489985500005,0.111187075963484,0.0168179875366443,0.0362940707830017,0.25235428220673,-0.00229921841581282,-0.0485965128779814,0.179775280898876,0.831460674157303,7.412212253332,7.57747458696331,11,11,146.902686782645,132.894202537045,34.3303730296146,182.77612418545,174.873461115425
"35",157861,159300,"iconic-deictic","left",1439,"event_code35","V07",4.667,0.00486448922863099,103.7864394,3.9298862,0.650472415,145.25715682439,195.609619,0.160441808195653,0.0989581175584059,0.0343626273000983,0.0769077838623138,0.11748534537641,-0.161517338377897,-0.176392096040516,0.667129951355108,0.528144544822794,3.36568136211531,3.61261372158055,8,8,70.5034888682503,74.2682594818628,16.5557876545551,103.611548544293,91.0556340598031
"36",159300,160650,"iconic-deictic","left",1350,"event_code36","V07",4,0.00592592592592593,94.38422116,3.595164128,0.625636578,147.921199372449,212.499902,0.0109032619191843,0.0341956059530764,0.0460596141613545,0.0219272575162283,0.113888899824824,-0.0813508431519607,-0.0972972377508935,0.859259259259259,0.859259259259259,4.39856009987427,4.4248134636681,9,11,88.8478267180147,146.035942218433,26.9931522466711,160.319807307004,211.310098960355
"37",161120,163650,"iconic","left",2530,"event_code37","V07",4.75,0.00513833992094862,100.548867,4.470963732,0.783948503,166.450797801205,247.598283,0.0869821243251262,0.0424657806322838,0.0374120063055059,0.0821925032177314,0.128689270064971,-0.153644557290924,-0.177179777660031,0.0632411067193676,0.0632411067193676,3.72934818792849,2.65937480988006,18,17,58.3677968996831,52.0961921584975,24.668123657841,116.385260535409,81.3524420962573
"38",163650,164460,"iconic","left",810,"event_code38","V07",4.333,0.00493827160493827,91.00094177,3.831161803,0.67124491,139.435246319149,162.537949,0.155886883408367,0.134316450962998,0.0391309084892465,0.0324219302626732,0.116825120201272,-0.0585739061537428,-0.0671439720347507,0.888888888888889,0.888888888888889,4.72781987823024,3.28103839866862,6,6,132.849850556405,98.9913881179945,28.0899010883545,189.029610594076,154.217619446046
"39",164460,166210,"iconic","left",1750,"event_code39","V07",4,0.00628571428571429,90.67431755,4.387441287,0.748533321,143.202824829545,204.726352,0.131832014718147,0.0527971081429731,0.0200706207423248,0.0394631980061459,0.0873583000041366,0.0348259164673085,-0.000681761055994157,0.822857142857143,0.96,6.20972865373961,5.61970200159354,11,11,108.67735049096,86.1815991347304,35.9152442251611,123.127914273999,110.196148133249
"40",167490,169180,"iconic-deictic","left",1690,"event_code40","V07",4.125,0.00532544378698225,109.1643206,4.959221727,0.721249251,126.438030972973,152.620733,0.0370107948580677,0.25681837680989,0.0269961449610529,0.0179820473508483,0.264733968960539,-0.154304863466719,-0.164309710623503,0.733727810650888,0.733727810650888,6.52416550211659,7.67117404218729,13,12,141.559920634634,178.725209490269,46.6183457066732,173.288351233421,243.628889389396
"41",170010,171180,"iconic","left",1170,"event_code41","V07",3.667,0.00598290598290598,82.65431264,5.499682405,0.697569329,145.546395583333,219.865765,0.0471312516210089,0.0300685627524289,0.0800066178894542,0.0471017006278921,0.274935721885946,-0.0832462313062076,-0.0829901606039993,0.205128205128205,0.205128205128205,4.57398353309935,5.07314449850206,9,8,82.3964137722335,113.099875203087,18.342936331096,125.631053432366,168.446925533437
"42",171190,172090,"iconic","left",900,"event_code42","V07",3.8,0.00666666666666667,84.11081246,3.74635313,0.650684587,150.940786531746,210.338829,0.0558399259047398,0.292792591924923,0.0392109562193446,0.0444444824378391,0.271158203138834,-0.0863049865548189,-0.0793586504794197,0.933333333333333,0.933333333333333,6.54269574519539,7.98320956047286,8,7,118.381480469266,159.379348283258,34.1421570933441,179.627519981161,212.825883773032
"43",175540,176280,"discourse","left",740,"event_code43","V07",3.75,0.00675675675675676,41.35966786,2.498005324,0.26144437,139.146524253731,152.436172,0.0974902834007948,0.107440604900417,0.0510241309434889,0.0245752254885583,0.306163371204057,-0.2663175739176,-0.275673338557505,0.378378378378378,0.324324324324324,3.98675813412236,5.53850827131108,4,5,33.3424440970373,87.50055288882,13.0764344180182,87.2401467052773,108.61599685742
"44",177610,179090,"iconic","left",1480,"event_code44","V07",4.429,0.00540540540540541,79.76258572,3.888118065,0.675815292,142.567724569231,169.066577,0.0637247830808591,0.364384047627049,0.0391584579714415,0.0441955660830897,0.240043092626454,-0.0454141495593817,-0.0439847060288256,0.189189189189189,0.189189189189189,6.79045606888169,8.97313483850902,10,10,129.865822720371,159.02697742644,40.0365568865798,184.516309297798,235.205855503258
"45",179090,180220,"iconic","left",1130,"event_code45","V07",4.2,0.00530973451327434,102.7454858,5.133918755,0.650260504,139.772061055944,153.008419,0.135883674250962,0.128863156359401,0.0831490309463407,0.114363508697196,0.128520557929415,-0.069392951647113,-0.0474369865303277,0.353982300884956,0.353982300884956,4.44497183008554,3.92347336807041,6,8,58.8444980973515,86.8729423742957,24.0534413269413,101.81966151743,131.224892954135
"46",180220,182650,"iconic","left",2430,"event_code46","V07",4.727,0.00493827160493827,94.29007014,4.723643495,0.738900554,151.595812466238,204.657374,0.0278049988295736,0.0740609742526573,0.0903555327642919,0.0453969434502103,0.250354915322365,-0.0378748004476008,-0.0208385081457386,0.938271604938272,0.954732510288066,4.55653973051332,6.00170101531893,15,18,96.628020375042,121.133490070075,33.8054161477083,153.111917214108,194.755350876102
"47",188590,191020,"iconic","left",2430,"event_code47","V07",4.818,0.00493827160493827,104.7258159,4.368682705,0.661379323,175.595611176471,264.372123,0.104483008547845,0.0749149300900995,0.0251756156209867,0.0315371781128989,0.187891975102576,-0.179354290591193,-0.179131229809514,0.42798353909465,0.921810699588477,4.44285390929538,5.0659441662832,18,16,117.182233409714,132.309084237722,27.844141633499,128.558244871557,147.716179056098
"48",192604,194634,"move","left",2030,"event_code48","V07",4.182,0.00591133004926108,75.35283302,4.845079015,0.648369562,142.896257830882,181.76517,0.0637298314555116,0.0882396273775965,0.072511269209557,0.0900870220699266,0.252401662270096,-0.337808467332713,-0.346533940874605,0.512315270935961,0.591133004926108,1.29366155189657,3.38907011443253,16,13,47.0703532170444,41.783708535835,5.90338327166847,59.9614597329148,68.1920381825047
"49",200110,202100,"move","left",1990,"event_code49","V07",3.909,0.00603015075376884,58.59085997,2.499353765,0.649015305,167.013954065789,225.821072,0.108444369389534,0.0923344438364543,0.067816306871753,0.087990170112253,0.252196667509491,-0.334464236787623,-0.349281078095202,0.64321608040201,0.50251256281407,1.94589923228778,2.57842623462146,14,13,32.8022818538761,48.0218562211909,12.4532965134278,59.3490924415743,71.6709630775982
"50",203750,204580,"move","left",830,"event_code50","V07",4.667,0.00481927710843374,67.84001507,3.17947761,0.636622155,152.071786439252,175.091197,0.0952567423347449,0.0890290075621834,0.0627646935065161,0.0902715428802969,0.255206335317117,-0.344252582174209,-0.356256351931294,0.771084337349398,0.963855421686747,1.55951457737391,1.57027804342478,3,5,29.0688899870075,14.9224166554687,7.27648589747416,29.9368070013347,28.0220298636425
"51",217260,219990,"iconic","left",2730,"event_code51","V07",4.462,0.00512820512820513,142.6289341,3.390524938,0.697332087,138.566999027397,181.893807,0.134156366697289,0.0967570051251768,0.0216365510554488,0.00391768117643366,0.247511125120213,-0.118300417465196,-0.117307478252597,0.454212454212454,0.454212454212454,3.83764082112235,5.14465466490488,20,17,93.7372068994376,120.507136041942,24.8498410739864,119.693341312337,142.185927869756
"52",228300,230030,"iconic","left",1730,"event_code52","V07",4.5,0.00520231213872832,78.33091068,3.290681315,0.64616249,142.929173509434,200.064421,0.074302269309695,0.0963910213748188,0.0100708372585238,0.0668820402448174,0.225689535210165,-0.204957299534162,-0.198357276590231,0.739884393063584,0.809248554913295,4.01353882409103,5.54023567849614,13,13,113.810588395881,103.293814556001,17.9781005899193,172.773263017363,189.672292251054
"53",232000,233640,"iconic","left",1640,"event_code53","V07",5.6,0.00365853658536585,68.43112717,3.666887055,0.594470324,143.396313614035,152.896656,0.0353016824073417,0.0498622380302167,0.0198578051584,0.0532432974600247,0.213961627985009,-0.134166733427887,-0.140798602595486,0.853658536585366,0.853658536585366,6.07074776456713,7.24515317515324,11,9,101.893493689071,134.520404610578,54.5015296830749,168.710258916839,207.044870087415
"54",236970,238070,"discourse","left",1100,"event_code54","V07",3.333,0.00636363636363636,66.68771758,2.477124411,0.661161709,148.294681912088,179.44876,0.0902384375497896,0.329991357106524,0.0526613099158402,0.0524454879575316,0.282505194371512,-0.236479618269986,-0.232995937250928,0.836363636363636,0.4,3.05223692594773,4.75281797513384,6,5,69.3912977435536,94.6999389819867,18.043624112694,73.644736849931,113.755519371004
"55",238663,240035,"iconic","left",1372,"event_code55","V07",4.143,0.00583090379008746,79.50418052,3.705054685,0.855875101,136.843533847682,180.572992,0.0854709917365575,0.0690065660159908,0.074924328196877,0.0686711590937237,0.257489317364896,-0.156478631908953,-0.122407183850307,0.174927113702624,0.174927113702624,5.81386431660541,5.53012875851903,7,10,100.750559059145,116.764896662794,33.7295983001813,138.584264228616,158.152332268379
"56",241190,243520,"iconic","left",2330,"event_code56","V07",4.909,0.00515021459227468,110.0423761,3.904105181,0.778137734,151.669996802083,208.499511,0.115040677948334,0.0848492874602034,0.0493530073912326,0.033394430586997,0.156867865956714,-0.143157207885884,-0.107441237842893,0.63519313304721,0.63519313304721,4.86747642739642,5.43266039136511,11,14,73.0691042796083,90.2935474890096,28.59519249602,106.113487962498,128.55250118181
"57",243520,245420,"iconic","left",1900,"event_code57","V07",4.778,0.00526315789473684,83.21725148,4.568506717,0.617788038,154.76094914386,244.618477,0.00815845135318523,0.0815428350582623,0.00447168293359255,0.00347525490128461,0.174991137491838,-0.123734963174639,-0.101866779640139,0.863157894736842,0.884210526315789,6.05259858263557,7.27440257423019,13,12,131.287973726105,116.740649473952,29.5696557991892,184.054337694301,192.729286692969
"58",250640,252420,"iconic","left",1780,"event_code58","V07",4.25,0.0050561797752809,94.6819444,3.672366595,0.730882599,141.869298775148,200.051561,0.0824237373154945,0.180763941101732,0.0291705506048812,0.105712147650784,0.20035711364446,-0.0691650625830573,-0.160902888017286,0.314606741573034,0.179775280898876,4.82257550461836,8.13917859438298,14,9,95.0958642895881,159.578394882094,24.7601740360012,110.166117717608,217.169849454922
"59",253720,255210,"iconic","left",1490,"event_code59","V07",4.286,0.00536912751677852,103.8883249,4.264966762,0.606746085,155.659075712963,192.696367,0.154740497522362,0.106225862892788,0.0311235068396197,0.102499627904148,0.213209569171217,-0.0746253590036005,-0.137592236061282,0.536912751677852,0.161073825503356,6.29479746235287,6.71978316096508,8,9,79.6985163439356,91.6546034386583,29.60492494108,108.326913680226,129.214892063379
"60",255810,256560,"move","left",750,"event_code60","V07",5,0.00266666666666667,96.86054879,3.723714178,0.639957812,149.01884325,199.389632,0.0906250368649041,0.0503091153899608,0.0716770086102438,0.104939765509135,0.259292601677158,-0.332078301111799,-0.343394505915041,0.426666666666667,0.586666666666667,3.86028176977859,1.67606075853144,4,4,46.2047287148732,60.3210025207478,17.104144888468,61.6550678717114,55.4925173647606
"61",261360,263990,"iconic","left",2630,"event_code61","V07",4.5,0.00494296577946768,75.91166306,4.254275882,0.684973196,167.898628415789,226.989608,0.123835511185286,0.111374647284134,0.0110155121353574,0.0237108844514297,0.178211673103724,-0.154687979981185,-0.164188298654491,0.258555133079848,0.106463878326996,5.01731189288312,6.22491944584923,17,16,115.760834675476,122.899135509543,25.4351651127628,126.031378074367,145.357251657402
"62",264820,266410,"move","left",1590,"event_code62","V07",4.429,0.0050314465408805,65.95626061,4.718661126,0.762397237,152.864328778802,223.525134,0.102232858674552,0.0696973951748018,0.0442512344992528,0.0249504022843734,0.253414767879344,-0.336219107630118,-0.346715849288364,0.0754716981132075,0.377358490566038,2.48252610769696,2.41562838617241,10,11,42.404783419553,76.3238071021328,16.4952116176917,62.9926689575225,58.3036249272136
"63",267150,269280,"iconic","left",2130,"event_code63","V07",4.6,0.00516431924882629,52.66224916,2.761011759,0.689993983,135.733939907407,174.212932,0.107254214395883,0.0787091390638568,0.0278006728804139,0.0475952247312174,0.228590187092337,-0.194631342259328,-0.184117140857495,0.206572769953052,0.206572769953052,3.35373139095837,3.23144259186602,14,16,50.0451875210773,61.7954429744934,16.6124997159516,80.5078269753103,102.457742673134
"64",269280,269990,"iconic-deictic","left",710,"event_code64","V07",8,0.0028169014084507,79.79053901,2.894086531,0.644143498,144.200780236364,172.332125,0.10762774791053,0.0193227954744004,0.0130578590063689,0.016952654545755,0.316750259553148,-0.158997362576861,-0.169798687765986,0.957746478873239,0.225352112676056,2.22836629319162,5.68354984953418,4,4,42.175166912772,53.0561013517247,10.0191313619881,70.3659558840583,90.3102166335353
